WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;BICISENDA;LADO_CICLO;RECORRID_X;CICLO_OBSE;TOOLTIP_BI
LINESTRING (-58.433747426394916 -34.661833227891357,-58.43486830562378 -34.662343503248614);25427;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2701;2799;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;117.30;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.43486830562378 -34.662343503248614,-58.4350435161261 -34.662423334090612,-58.436135178488101 -34.662927252919005);25508;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2801;2899;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;132.96;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.436135178488101 -34.662927252919005,-58.437670004826849 -34.663635766465518);25582;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;2901;2999;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;161.15;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.437670004826849 -34.663635766465518,-58.438251984402761 -34.663904413160672);25608;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3001;3049;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;61.10;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.438251984402761 -34.663904413160672,-58.438502572511005 -34.664193203574797);25638;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3051;3099;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;39.42;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.438502572511005 -34.664193203574797,-58.438681845005661 -34.664399934902775,-58.439155087321438 -34.664923140297688,-58.439321666079536 -34.665118952414126);25736;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3101;3199;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;127.22;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.440155184739545 -34.666037233288023,-58.440356881283392 -34.666248050855828,-58.440947088700639 -34.666773101556174);25898;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3301;3399;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;109.30;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.443509092013358 -34.669128853510784,-58.444696843986215 -34.670580224392978);26180;19057;ROCA, CNEL. AV.;0;0;3701;3799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;194.36;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.445870262992457 -34.672404946907527,-58.445923324930838 -34.672489393770128,-58.446450294389493 -34.673357868328637,-58.447173790921518 -34.674531937039646);28835;19057;ROCA, CNEL. AV.;0;0;3941;4099;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;264.48;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.447173790921518 -34.674531937039646,-58.447622987567271 -34.67523349056728,-58.448210497082009 -34.676215629511468,-58.448296997764437 -34.676355643376731);26544;19057;ROCA, CNEL. AV.;0;0;4101;4299;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;227.01;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.45900363143037 -34.673755877578643,-58.458510696082101 -34.673858272218162,-58.457727154699775 -34.674382116197577,-58.455051397144722 -34.676482806869942,-58.453085180078823 -34.678014044970332);26627;5067;ESCALADA AV.;0;0;4201;4399;;AVENIDA;724.89;;AV. ESCALADA;CRECIENTE;1;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.453085180078823 -34.678014044970332,-58.452930099653216 -34.678134810370516,-58.451478424671329 -34.679276122844968);26708;5067;ESCALADA AV.;0;0;4401;4599;;AVENIDA;203.19;;AV. ESCALADA;CRECIENTE;1;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.451478424671329 -34.679276122844968,-58.450939759303836 -34.679699674329129,-58.450775804055191 -34.67983839429764,-58.450712192467826 -34.67994339070713,-58.450641165406026 -34.680038386096207);26768;5067;ESCALADA AV.;0;0;4601;4899;;AVENIDA;115.07;;AV. ESCALADA;CRECIENTE;1;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.451141863351118 -34.680537793991398,-58.451373281569886 -34.680753263030553,-58.451731121758108 -34.681079360265954);28959;19057;ROCA, CNEL. AV.;0;0;4601;4699;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;80.78;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.451731121758108 -34.681079360265954,-58.451791557580684 -34.681134930460431);26843;19057;ROCA, CNEL. AV.;0;0;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;8.29;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.451791557580684 -34.681134930460431,-58.452171733975597 -34.68148469094173);26866;19057;ROCA, CNEL. AV.;0;0;4701;4799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;52.15;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.452171733975597 -34.68148469094173,-58.452657955271469 -34.681931926215974);26889;19057;ROCA, CNEL. AV.;0;0;4881;4899;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;66.69;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.455423395676227 -34.684475847445896,-58.456226439726379 -34.68518471286859);27043;19057;ROCA, CNEL. AV.;0;0;5201;5349;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;107.70;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.456226439726379 -34.68518471286859,-58.456312714053404 -34.685238873668936);27047;19057;ROCA, CNEL. AV.;0;0;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;9.93;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.456912326524339 -34.685676948071055,-58.457000264829482 -34.68574441300786,-58.457507679506328 -34.686209024403233);28718;19057;ROCA, CNEL. AV.;0;0;5451;5499;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;153.83;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.457507679506328 -34.686209024403233,-58.457774347208577 -34.686454534364337);27110;19057;ROCA, CNEL. AV.;0;0;0;0;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;36.59;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.457774347208577 -34.686454534364337,-58.458288163894835 -34.686936819197186,-58.45838322007387 -34.687045064642582);27141;19057;ROCA, CNEL. AV.;0;0;5501;5599;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;86.10;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.45838322007387 -34.687045064642582,-58.45849720256286 -34.687174860479807,-58.45861851580495 -34.687340431960344,-58.458776914942732 -34.687542695535697,-58.459006504550118 -34.687762285435063,-58.459461936847696 -34.688180406972577);27189;19057;ROCA, CNEL. AV.;0;0;5601;5699;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;160.56;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.459461936847696 -34.688180406972577,-58.460078082137883 -34.688746139488615);27218;19057;ROCA, CNEL. AV.;0;0;5701;5799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;84.42;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.460078082137883 -34.688746139488615,-58.460641461287679 -34.68926334568139);27240;19057;ROCA, CNEL. AV.;0;0;5801;5829;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;77.18;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.460641461287679 -34.68926334568139,-58.461002017390491 -34.689594344987114);27256;19057;ROCA, CNEL. AV.;0;0;5831;5849;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;49.39;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.461002017390491 -34.689594344987114,-58.462037236037645 -34.690544729518798);27285;19057;ROCA, CNEL. AV.;0;0;5851;5899;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;141.82;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.462037236037645 -34.690544729518798,-58.462691954561194 -34.69114580174471);27300;19057;ROCA, CNEL. AV.;0;0;5901;5999;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;89.70;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.462691954561194 -34.69114580174471,-58.463396049714227 -34.691792152866611);27314;19057;ROCA, CNEL. AV.;0;0;6001;6099;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;96.46;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.463396049714227 -34.691792152866611,-58.464014294869415 -34.692359696164615);27331;19057;ROCA, CNEL. AV.;0;0;6101;6199;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;84.69;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.464014294869415 -34.692359696164615,-58.464766841322337 -34.693050546775339);27346;19057;ROCA, CNEL. AV.;0;0;6201;6299;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;103.09;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.464766841322337 -34.693050546775339,-58.465522128816957 -34.693743787018327);27359;19057;ROCA, CNEL. AV.;0;0;6301;6399;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;103.46;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.465522128816957 -34.693743787018327,-58.466275894081178 -34.694435684487225);27370;19057;ROCA, CNEL. AV.;0;0;6401;6499;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;103.25;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.466275894081178 -34.694435684487225,-58.466479941523545 -34.694623076973684,-58.467031547749741 -34.695127858844515);27382;19057;ROCA, CNEL. AV.;0;0;6501;6599;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;103.39;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.467031547749741 -34.695127858844515,-58.467790624800898 -34.695822422714627);27391;19057;ROCA, CNEL. AV.;0;0;6601;6699;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;103.80;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.467790624800898 -34.695822422714627,-58.468547412182197 -34.696514939587317);27399;19057;ROCA, CNEL. AV.;0;0;6701;6799;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;103.49;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.468547412182197 -34.696514939587317,-58.469297475533786 -34.697201325147475);27404;19057;ROCA, CNEL. AV.;0;0;6801;6899;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;102.57;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.469297475533786 -34.697201325147475,-58.470015402476712 -34.697858270670849);27409;19057;ROCA, CNEL. AV.;0;0;6901;6999;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;98.17;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.423467377855914 -34.657179023610908,-58.423685417933839 -34.657296632177683,-58.423786731045624 -34.657342863069459);27439;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;1801;1899;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;34.48;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.417713416512726 -34.650645576874453,-58.417658280912384 -34.650642316987735,-58.416569479509164 -34.650850789438792,-58.416357892771892 -34.650823595724923);23114;12155;LUPPI, ABRAHAM J.;902;1000;901;999;ESTE;CALLE;127.16;;ABRAHAM J. LUPPI;DECRECIENTE;;;;;;
LINESTRING (-58.417025881126541 -34.589342967338318,-58.417058092220373 -34.589303470767341,-58.417913999073711 -34.588686791332556);6706;13025;MANSILLA, LUCIO NORBERTO, GENERAL;3838;3900;3801;3899;MANSILLA;CALLE;109.43;corrección numeración 22-1;GENERAL LUCIO NORBERTO MANSILLA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.378621254447722 -34.630498977057819,-58.379118217766148 -34.631397019584668);17827;6031;FINOCHIETTO ENRIQUE DR.;1002;1050;1001;1049;PATAGONES;CALLE;109.55;;DR.ENRIQUE FINOCHIETTO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.374081936645183 -34.654108185164823,-58.374199617246525 -34.655162878635664,-58.374153123796823 -34.655206155990868);24166;8013;HERRERA;2402;2500;2401;2499;;CALLE;123.92;;HERRERA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.489300220691774 -34.552367444428278,-58.489151743750334 -34.552278458494243,-58.488900473262696 -34.552015331509651,-58.48885700846904 -34.551923266334782,-58.488826106154093 -34.551830057195481);1020;19093;RUIZ HUIDOBRO AV.;4102;4200;0;0;;AVENIDA;75.71;corrección altura 8-1-03;AV.RUIZ HUIDOBRO;DECRECIENTE;;;;;;
LINESTRING (-58.380137872537269 -34.591452262496425,-58.380143173710167 -34.591344656210623,-58.379392987120113 -34.590103216863426);7167;20123;SUIPACHA;1402;1500;1401;1499;;CALLE;165.90;Asignación de Sentido Único de Circulación de S a N según Ley N° 4414 publicada en el Boletín Oficial 4081 del 24/01/2013;SUIPACHA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.406913777826645 -34.578682530834918,-58.407035747874318 -34.578583521491105,-58.407684015337111 -34.578252533986905,-58.407907163346522 -34.578153052741563);4452;12107;DEL LIBERTADOR AV.;2602;2700;2601;2699;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;108.84;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;Mano derecha;Calle;;Ciclovía
LINESTRING (-58.398122795775592 -34.594428643782571,-58.398096784505789 -34.594366021937034,-58.39807170755266 -34.594306640143301,-58.397508293868114 -34.592971429027877,-58.397467067163824 -34.592873656678996);7759;22012;URIBURU JOSE E., Pres.;1202;1300;1201;1299;ANDES;CALLE;182.69;;PRES.JOSE E. URIBURU;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.373874251198664 -34.651707400484185,-58.373828520178854 -34.651836455468292,-58.373958265846191 -34.652999400953604);23390;8013;HERRERA;2202;2300;2201;2299;;CALLE;144.48;;HERRERA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.407869794930676 -34.594990265237506,-58.407716292967272 -34.595047874475647,-58.406681502979097 -34.595386431130507);7895;13025;MANSILLA, LUCIO NORBERTO, GENERAL;2802;2900;2801;2899;MANSILLA;CALLE;117.55;Asignación de Sentido Único de Circulación de O a E según Ley N° 4414 publicada en el Boletín Oficial 4081 del 24/01/2013;GENERAL LUCIO NORBERTO MANSILLA;DECRECIENTE;;;;;;
LINESTRING (-58.36728379539931 -34.618196556771757,-58.367089428316405 -34.618171051596832,-58.366451437996659 -34.61812012561726);13935;5087;ESTADOS UNIDOS;2;100;1;99;;CALLE;76.83;Asignación de Sentido único de Circulación de O a E según Ley n° 4391 publicada en Boletín Oficial 4077 del 18/01/2013;ESTADOS UNIDOS;DECRECIENTE;;;;;;
LINESTRING (-58.439321666079536 -34.665118952414126,-58.439456292958162 -34.665277221962022,-58.440027197006032 -34.665903473482281,-58.440155184739545 -34.666037233288023);25821;19057;RABANAL, FRANCISCO, INTENDENTE AV.;0;0;3201;3299;CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T;AVENIDA;127.35;;AV.INTENDENTE FRANCISCO RABANAL;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.452657955271469 -34.681931926215974,-58.452813608563659 -34.682075111516625,-58.453298472846335 -34.682521217294514,-58.454023477416087 -34.683188118544656,-58.454660945474949 -34.683774514731468,-58.455423395676227 -34.684475847445896);26900;19057;ROCA, CNEL. AV.;0;0;4901;5199;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;379.29;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.430252982405094 -34.615548616137488,-58.430776009544594 -34.615780452540932);13232;19046;RIVADAVIA AV.;4602;4636;4609;4631;PRIMERA JUNTA (parcial);AVENIDA;54.43;;AV. RIVADAVIA;CRECIENTE;1;Carriles Preferenciales;;;;Carril preferencial
LINESTRING (-58.429252501814581 -34.615105654049721,-58.430028561113765 -34.615449186493485);13125;19046;RIVADAVIA AV.;4502;4552;4515;4599;PRIMERA JUNTA (parcial);AVENIDA;80.74;;AV. RIVADAVIA;CRECIENTE;1;Carriles Preferenciales;;;;Carril preferencial
LINESTRING (-58.447481801451161 -34.626378486401947,-58.446284122181062 -34.625970218616835,-58.446047384401666 -34.625877155188029);16063;23007;VALLE;1302;1400;1301;1399;DON CRISTOBAL;CALLE;142.84;;VALLE;DECRECIENTE;;;;;;
LINESTRING (-58.482340986378873 -34.55012274269631,-58.482434722462216 -34.55021505581896,-58.482581512218857 -34.550413280655839,-58.4827040450919 -34.550615805260193,-58.482796577312122 -34.550940912060355);901;23062;VILELA;3602;3700;3601;3699;;CALLE;101.34;;VILELA;CRECIENTE;1;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.461797812130172 -34.636537727229197,-58.462098161350418 -34.636616252747778,-58.463776633986868 -34.637055418596702);19097;19020;REMEDIOS;2602;2700;2601;2699;;CALLE;190.31;;REMEDIOS;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.441363425608849 -34.667143401006221,-58.441461545010441 -34.66723066955312,-58.442445824325809 -34.668086564567496,-58.442685378054492 -34.668294497095481,-58.442712659636065 -34.668318185949254);28833;19057;ROCA, CNEL. AV.;0;0;3451;3599;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;179.66;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.448296997764437 -34.676355643376731,-58.448924040119643 -34.677370544067323,-58.449510480815974 -34.678296125547689,-58.450014425268606 -34.679142749847578,-58.450047209327558 -34.679193745384666);26745;19057;ROCA, CNEL. AV.;0;0;4301;4479;CAMINO AL PUENTE ALSINA O DE LA TABLADA;AVENIDA;353.37;;AV.CNEL. ROCA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.402487250980869 -34.58173726769558,-58.403194325802936 -34.581509154365889,-58.403537641511093 -34.581398401202172,-58.403670208542572 -34.581292686381794);5077;12107;DEL LIBERTADOR AV.;2102;2200;2101;2199;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;120.34;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;Mano derecha;Vereda;;Ciclovía
LINESTRING (-58.413158832731071 -34.575796747557447,-58.414044799280305 -34.57539631352472);3898;12107;DEL LIBERTADOR AV.;3202;3360;3201;3359;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;92.64;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;AV.DEL LIBERTADOR;DOBLE;2;Ciclovías;Mano derecha;Vereda;;Ciclovía
LINESTRING (-58.390562399094655 -34.584186043307184,-58.391668698784045 -34.583681742052669);5571;6025;FIGUEROA ALCORTA, PRES. AV.;2102;2200;2101;2199;CENTENARIO, Av.;AVENIDA;115.90;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;Mano derecha;Vereda;;Ciclovía
LINESTRING (-58.407606365207911 -34.574505228692672,-58.407867959867197 -34.57431822587801,-58.411153373140728 -34.572052377819332,-58.411219173015255 -34.572008522798257);3445;6025;FIGUEROA ALCORTA, PRES. AV.;3802;3890;3801;3889;CENTENARIO, Av.;AVENIDA;431.99;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.435306868571807 -34.553155933362255,-58.435932655684795 -34.55254586683369);1165;6025;FIGUEROA ALCORTA, PRES. AV.;6402;6500;6401;6499;CENTENARIO, Av.;AVENIDA;88.76;;AV.PRES. FIGUEROA ALCORTA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.365666112054242 -34.627332705039606,-58.366122347255029 -34.627030169687849,-58.36624097957138 -34.626848637769946,-58.366302242122849 -34.626695371212683);16373;14013;NECOCHEA;102;200;101;199;;CALLE;94.43;;NECOCHEA;DECRECIENTE;;;;;;
LINESTRING (-58.458533989312578 -34.553385176809506,-58.458188153366578 -34.553206001347576,-58.457592753828251 -34.552897512986661);1186;3156;CONGRESO;1902;2000;1901;1999;;CALLE;101.93;En obra por Construcción del Paso Bajo Nivel a partir del 4/7/2014;CONGRESO;EN OBRA;10;Ciclovías;;;;Ciclovía
LINESTRING (-58.390060078264561 -34.594274316168381,-58.390022371028628 -34.595074977986322);27558;13118;MONTEVIDEO;1202;1300;1201;1299;;CALLE;88.89;;MONTEVIDEO;DECRECIENTE;;;;;;
LINESTRING (-58.372189171576551 -34.591762835613181,-58.371651752939727 -34.591200530375936);27576;20044;SAN MARTIN;0;0;1301;1349;;CALLE;79.51;;SAN MARTIN;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.433202725203735 -34.60571442802155,-58.43314955663017 -34.605789656924721,-58.433101121302919 -34.605872361146218,-58.433036537237896 -34.60599241701712,-58.432978408092772 -34.606109806167247,-58.432936414194018 -34.606227199224492,-58.432904216972403 -34.606354097668266);27583;17033;PATRICIAS ARGENTINAS AV.;202;280;0;0;;AVENIDA;76.47;;AV. PATRICIAS ARGENTINAS;DECRECIENTE;;;;;;
LINESTRING (-58.46884785344615 -34.548113792063226,-58.468861598175558 -34.548191311058716,-58.468887627002822 -34.548288197960424,-58.468923409225219 -34.548320492214245,-58.469222663348077 -34.54837968606072,-58.469632511597915 -34.548455020980064,-58.470026096749599 -34.548527664160368);27595;7028;GARCIA DEL RIO AV.;0;0;2401;2499;;AVENIDA;128.35;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.470026096749599 -34.548527664160368,-58.471080000704845 -34.548753668872969);27597;7028;GARCIA DEL RIO AV.;0;0;2501;2599;;AVENIDA;99.93;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.471080000704845 -34.548753668872969,-58.472120898193182 -34.54896890012833);27599;7028;GARCIA DEL RIO AV.;0;0;2601;2699;;AVENIDA;98.48;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.472120898193182 -34.54896890012833,-58.473187821653333 -34.549173354913819);27601;7028;GARCIA DEL RIO AV.;0;0;2701;2799;;AVENIDA;100.52;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.473187821653333 -34.549173354913819,-58.474244992070894 -34.549377801291897);27603;7028;GARCIA DEL RIO AV.;0;0;2801;2899;;AVENIDA;99.65;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.474244992070894 -34.549377801291897,-58.475298915301629 -34.549584930183485);27605;7028;GARCIA DEL RIO AV.;0;0;2901;2999;;AVENIDA;99.43;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.475298915301629 -34.549584930183485,-58.476378866346344 -34.549794738396216);27607;7028;GARCIA DEL RIO AV.;0;0;3001;3099;;AVENIDA;101.82;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.476378866346344 -34.549794738396216,-58.477247388060555 -34.549980340374923);27609;7028;GARCIA DEL RIO AV.;0;0;3101;3199;;AVENIDA;82.33;;AV. GARCIA DEL RIO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.477041426773525 -34.550249612784931,-58.477247388060555 -34.549980340374923);27610;17087;PINTO;0;0;0;0;;CALLE;35.35;;PINTO;CRECIENTE;1;Bicisendas preexistentes;;;;Bicisenda preexistente
LINESTRING (-58.46336451250675 -34.541369648680252,-58.463498131609462 -34.541507856051787,-58.463531536797767 -34.541576959913591,-58.463553807659615 -34.541692133232651,-58.463603915816535 -34.541811913281393,-58.463692996615492 -34.541963941567218,-58.463770942292641 -34.542074507435395,-58.46388145785987 -34.542232676793382);27627;19047;RIVADAVIA MARTIN, COMODORO;1602;1700;0;0;;CALLE;108.10;;COMODORO MARTIN RIVADAVIA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.46388145785987 -34.542232676793382,-58.46420819036183 -34.5429311520721);27833;19047;RIVADAVIA MARTIN, COMODORO;0;0;1701;1793;;CALLE;83.09;;COMODORO MARTIN RIVADAVIA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
